COMP,LOC,WMC,DIT,NOC,CBO,RFC,LCOM,CA,CE,NPM,LCOM3,DAM,MOA,MFA,CAM,IC,CBM,AMC,CC,MaX_CC,SumOfLoC+,MaxOfLoC+,SumOfLoC-,MaxOfLoC-,Max_Set,Avg_Set,No_Rev,Sum_Churn,Max_Churn,Age,Age2,CountOfDeveloper,Ref,PRE_BUG,POST_BUG
org.apache.tools.ant.taskdefs.optional.depend.ClassFile.java,106,4,1,0,8,20,0,4,4,4,0.777777778,1,1,0,0.625,0,0,24.75,2,5,3,3,3,3,227,227,1,6,6,21.71,1,1,0,FALSE,FALSE
org.apache.tools.mail.SmtpResponseReader.java,108,5,1,0,1,19,0,1,0,3,0.5,1,0,0,0.533333333,0,0,20.2,1.6,3,3,3,3,3,227,227,1,6,6,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.regexp.RegexpMatcher.java,10,6,1,0,17,6,15,16,1,6,1.2,0,0,0,0.722222222,0,0,0,1,1,3,3,3,3,227,227,1,6,6,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.compilers.Javac13.java,66,2,2,0,7,13,1,1,6,2,2,1,0,0.958333333,1,0,0,31.5,1,1,3,3,3,3,227,227,1,6,6,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.filters.ChainableReader.java,1,1,1,0,19,1,0,19,0,1,2,0,0,0,1,0,0,0,1,1,3,3,3,3,95,95,1,6,6,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.filters.util.JavaClassHelper.java,178,6,1,0,5,19,1,0,5,4,0.5,1,0,0,0.5,0,0,28.5,1,1,5,5,1,1,3,3,1,6,6,20.85,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.optional.image.TransformOperation.java,12,3,0,3,8,5,3,7,2,3,2,0,0,0,0.555555556,0,0,3,1,1,2,2,5,4,89,71.5,2,7,6,34.85,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.depend.AntAnalyzer.java,246,3,0,0,3,35,3,1,2,1,2,0,0,0,0.666666667,0,0,81,6.333333333,17,5,4,2,1,30,28,2,7,5,23.71,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.StyleBook.java,108,6,4,0,3,19,7,0,3,6,0.8,1,0,0.950980392,0.555555556,0,0,16.33333333,1,1,3,2,4,2,43,38,2,7,4,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.regexp.Jdk14RegexpMatcher.java,130,9,1,1,4,19,30,1,3,7,0.5,1,0,0,0.666666667,0,0,13.33333333,1.333333333,4,4,4,3,3,227,227,1,7,7,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask.java,385,20,0,0,8,52,154,0,8,19,0.942982456,0.5,0,0,0.3,0,0,17.65,1.25,6,4,3,3,2,32,31,2,7,5,20.85,1,2,0,TRUE,FALSE
org.apache.tools.mail.ErrorInQuitException.java,6,1,4,0,1,3,0,1,0,1,2,0,0,1,1,0,0,5,1,1,6,6,1,1,9,9,1,7,7,23.14,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.Parameterizable.java,1,1,1,0,5,1,0,4,1,1,2,0,0,0,1,0,0,0,1,1,6,6,1,1,26,26,1,7,7,23.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.rmic.WLRmic.java,130,5,2,0,11,23,10,1,10,4,1,0,0,0.8,0.5,0,0,24.8,1,1,3,2,4,2,227,119.5,2,7,4,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.metamata.MMetricsStreamHandler.java,435,12,1,0,7,56,42,1,6,5,0.909090909,1,2,0,0.303030303,0,0,34.41666667,1.833333333,8,5,4,3,2,127,85,2,8,6,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.depend.bcel.FullAnalyzer.java,189,3,0,0,6,31,3,0,6,1,2,0,0,0,0.666666667,0,0,62,4.666666667,12,7,6,1,1,227,177,2,8,6,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.condition.FilesMatch.java,60,4,1,0,4,13,0,1,3,4,0.666666667,1,1,0,0.75,0,0,13.25,1,1,4,3,4,3,30,24,2,8,6,23.57,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.net.TelnetTask.java,219,11,3,0,7,29,11,4,7,10,0.75,1,1,0.787234043,0.309090909,0,0,18.18181818,1.090909091,2,5,3,3,3,2,1.5,2,8,6,31.28,1,1,0,FALSE,TRUE
org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure.java,123,9,0,0,7,25,18,0,7,8,0.875,0.5,0,0,0.361111111,0,0,12,1.333333333,4,4,2,4,1,54,33.5,4,8,3,34.85,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPool.java,420,14,1,0,13,54,0,11,8,14,0.423076923,1,0,0,0.285714286,0,0,28.85714286,3.714285714,7,4,3,4,3,227,122,2,8,6,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.War.java,165,10,6,0,10,33,35,0,10,6,0.851851852,1,1,0.952941176,0.351851852,3,9,15.2,1.1,2,5,3,3,1,127,84,3,8,4,23.57,1,2,0,TRUE,FALSE
org.apache.tools.ant.input.PropertyFileInputHandler.java,104,3,1,0,3,19,0,0,3,2,0.75,0.5,0,0,0.666666667,0,0,33,1,1,4,4,4,4,227,227,1,8,8,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.depend.DirectoryIterator.java,138,3,1,0,2,24,1,0,2,2,0.666666667,1,0,0,0.666666667,0,0,44,3,5,4,2,4,2,227,122,2,8,4,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Edit.java,57,3,0,0,4,10,0,0,4,3,0,0,0,0,0.666666667,0,0,17.66666667,1,1,8,8,0,0,21,21,1,8,8,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject.java,14,3,1,0,1,4,1,1,0,3,0.5,1,0,0,0.666666667,0,0,3.333333333,1,1,4,4,4,4,227,227,1,8,8,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.cvslib.CvsUser.java,56,6,1,0,2,11,3,1,1,3,0.6,1,0,0,0.666666667,0,0,8,1,1,4,3,4,3,227,128.5,2,8,6,21.71,1,2,0,TRUE,FALSE
org.apache.tools.ant.listener.Log4jListener.java,293,9,1,0,7,34,0,0,7,8,0.625,0.333333333,0,0,0.592592593,0,0,31.22222222,3,5,4,4,4,4,227,227,1,8,8,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.RegexpPatternMapper.java,145,5,1,0,4,20,0,0,4,4,0.333333333,1,1,0,0.9,0,0,27.4,2.4,5,4,2,4,2,227,123,2,8,4,36.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.rmic.KaffeRmic.java,93,3,2,0,7,19,3,1,6,2,1,0,0,0.888888889,0.5,0,0,29.66666667,1,1,4,4,4,4,227,227,1,8,8,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ejb.WLStop.java,159,9,3,0,7,26,14,0,7,9,0.8125,1,1,0.822222222,0.416666667,0,0,16,1.111111111,2,4,4,4,4,227,227,1,8,8,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Revert.java,81,4,0,0,4,12,0,0,4,4,0.333333333,1,0,0,0.5,0,0,18.75,1,1,8,8,0,0,21,21,1,8,8,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.DirSet.java,23,3,4,0,9,9,3,5,4,2,2,0,0,0.988764045,0.666666667,3,4,6.666666667,1.333333333,2,4,3,4,3,227,117.5,2,8,6,29.28,1,2,0,TRUE,FALSE
org.apache.tools.ant.util.TimeoutObserver.java,1,1,1,0,3,1,0,3,1,1,2,0,0,0,1,0,0,0,1,1,6,6,2,2,26,26,1,8,8,23.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.selectors.BaseExtendSelector.java,18,4,4,8,12,5,0,8,4,3,0.333333333,1,1,0.921052632,0.4375,0,0,3.25,1,1,5,3,3,2,26,14,2,8,5,23.85,1,2,0,TRUE,FALSE
org.apache.tools.zip.ExtraFieldUtils.java,377,8,1,0,4,39,22,1,3,6,0.785714286,0.5,0,0,0.166666667,0,0,45.875,1.625,3,3,3,5,5,227,227,1,8,8,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.Utils.java,517,22,1,0,6,41,231,3,3,21,1.047619048,0,0,0,0.227272727,0,0,21.90909091,2.909090909,9,5,3,4,3,127,73,2,9,6,36.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.condition.Not.java,33,2,3,0,3,8,1,1,3,2,2,0,0,0.96969697,1,0,0,15.5,1,1,8,8,1,1,18,18,1,9,9,23.57,1,1,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.metamata.MMetrics.java,307,10,0,0,11,43,11,0,11,4,0.638888889,1,1,0,0.325,0,0,29.3,1.4,4,6,6,3,3,127,127,1,9,9,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.optional.image.Arc.java,225,7,0,0,6,26,0,1,5,7,0.666666667,1,0,0,0.571428571,0,0,30.42857143,2.142857143,6,6,6,3,3,127,127,1,9,9,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.compilers.Sj.java,41,2,2,0,6,11,1,1,5,2,2,0,0,0.958333333,1,0,0,19.5,1,1,5,3,4,2,227,116.5,2,9,5,31,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.depend.JarFileIterator.java,84,2,1,0,2,17,0,0,2,2,0,1,0,0,0.75,0,0,40.5,3,5,4,3,5,3,54,29.66,3,9,6,34.85,1,3,0,FALSE,FALSE
org.apache.tools.ant.util.regexp.JakartaOroMatcher.java,135,9,1,1,8,21,22,1,7,7,0.541666667,1,0,0,0.666666667,0,0,13.66666667,1.333333333,4,5,5,4,4,227,227,1,9,9,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool.java,4,4,1,0,5,4,6,2,3,4,2,0,0,0,0.4,0,0,0,1,1,5,5,5,5,18,18,1,10,10,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.StringUtils.java,116,6,1,0,22,24,15,22,0,5,1,0,0,0,0.3,0,0,18.16666667,1.333333333,2,5,5,5,5,89,89,1,10,10,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.StreamPumper.java,153,5,1,0,3,11,6,3,0,5,0.65,1,0,0,0.5,0,0,28.6,1.8,5,5,3,5,3,95,37,3,10,6,23.57,1,3,0,FALSE,TRUE
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPoolEntry.java,125,7,1,7,16,25,11,12,12,7,1.083333333,0.214285714,0,0,0.357142857,0,0,14.85714286,1,1,5,3,5,3,26,21.5,2,10,6,23.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.Test.java,99,7,4,0,4,22,15,0,4,7,0.666666667,1,0,0.941747573,0.523809524,0,0,13,1,1,5,5,5,5,43,43,1,10,10,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.selectors.SelectorScanner.java,3,3,1,0,3,3,3,2,1,3,2,0,0,0,0.666666667,0,0,0,1,1,5,2,5,2,26,18,3,10,4,23.85,1,2,0,TRUE,FALSE
org.apache.tools.zip.AsiExtraField.java,376,20,1,0,4,42,130,0,4,18,0.736842105,1,1,0,0.284210526,0,0,17.45,1.25,3,5,5,5,5,227,227,1,10,10,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ide.VAJUtil.java,9,4,1,0,10,4,6,10,0,4,1.333333333,0,0,0,0.5,0,0,0,1,1,5,5,5,5,12,12,1,10,10,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Ear.java,149,8,6,0,10,31,18,0,10,4,0.80952381,1,1,0.964285714,0.357142857,3,9,17.25,1.125,2,5,4,5,4,95,56.5,2,10,8,23.57,1,2,0,FALSE,FALSE
org.apache.tools.ant.types.FileSet.java,23,3,4,5,63,9,3,59,4,2,2,0,0,0.988764045,0.666666667,3,4,6.666666667,1.333333333,2,5,3,5,3,227,117.5,2,10,6,29.28,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.Available.java,819,20,3,0,14,69,130,1,13,16,0.846889952,1,4,0.660714286,0.25,2,2,39.4,3.1,25,5,3,5,2,22,13.33,3,10,5,22.42,1,2,0,FALSE,FALSE
org.apache.tools.ant.util.TeeOutputStream.java,62,6,2,0,4,12,0,4,0,6,0,1,0,0.5,0.458333333,1,1,9,1,1,5,5,5,5,227,227,1,10,10,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ide.VAJBuildInfo.java,481,27,1,0,10,77,283,5,6,19,0.823076923,1,2,0,0.160493827,0,0,16.44444444,1.481481481,5,5,5,5,5,12,12,1,10,10,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.selectors.NotSelector.java,37,3,6,0,7,11,3,5,3,3,2,0,0,0.96969697,1,2,3,11.33333333,1.666666667,2,6,6,4,3,26,26,2,10,9,23.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.TaskOutputStream.java,67,3,2,0,1,10,0,0,1,1,0,1,1,0.714285714,0.666666667,1,1,20.33333333,1,1,6,4,4,2,127,78.5,2,10,6,21.71,1,2,0,TRUE,FALSE
org.apache.tools.ant.util.depend.bcel.AncestorAnalyzer.java,206,3,0,0,3,30,3,0,3,1,2,0,0,0,0.666666667,0,0,67.66666667,4.666666667,12,8,6,2,2,227,177,2,10,6,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc.java,835,20,1,0,7,75,136,5,5,10,0.856140351,1,2,0,0.19375,0,0,40,2.1,10,5,3,5,3,227,115.5,2,10,6,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.util.facade.FacadeTaskHelper.java,119,9,1,0,3,19,8,2,1,9,0.53125,1,0,0,0.518518519,0,0,11.77777778,1.666666667,3,5,2,5,2,227,93.25,4,10,4,21.71,1,3,0,FALSE,FALSE
org.apache.tools.ant.util.JavaEnvUtils.java,362,11,1,0,26,26,31,25,2,7,0.892307692,0.615384615,1,0,0.3,0,0,30.72727273,2.363636364,5,5,4,5,4,227,158,2,10,8,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Copyfile.java,137,6,3,0,5,24,1,0,5,6,0.7,1,0,0.880952381,0.416666667,3,3,21.16666667,1,1,5,5,5,5,95,95,1,10,10,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.RecorderEntry.java,366,16,1,0,6,36,58,1,5,13,0.633333333,1,0,0,0.2421875,0,0,21.5,1.8125,5,5,3,5,3,227,126.5,2,10,6,21.71,1,2,0,FALSE,TRUE
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter.java,2,2,1,0,4,2,1,3,2,2,2,0,0,0,0.75,0,0,0,1,1,5,3,5,3,227,128.5,2,10,6,21.71,1,2,0,TRUE,FALSE
org.apache.tools.ant.listener.AnsiColorLogger.java,258,3,2,0,1,18,0,0,1,1,0.96875,1,0,0.9,0.5,1,3,79.66666667,6,12,5,5,5,5,227,227,1,10,10,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4OutputHandler.java,1,1,1,0,1,1,0,0,1,1,2,0,0,0,1,0,0,0,1,1,7,7,3,3,21,21,1,10,10,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.GlobPatternMapper.java,137,5,1,2,5,15,0,4,1,4,0.5,1,0,0,0.9,0,0,25.2,2,4,5,5,5,5,227,227,1,10,10,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Tstamp.java,134,6,3,0,6,26,3,1,6,4,0.4,1,0,0.880952381,0.5,0,0,21,1.166666667,2,5,3,5,3,89,59.5,2,10,6,22,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.sitraka.bytecode.ClassPathLoader.java,208,8,1,0,8,43,16,4,5,6,0.785714286,0.5,1,0,0.238095238,0,0,24.75,1.25,2,6,3,5,3,127,50.33,3,11,6,21.71,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.compilers.Gcj.java,155,3,2,0,9,28,3,1,8,2,2,0,0,0.92,1,1,1,50.66666667,4.333333333,11,6,3,5,3,227,116.5,2,11,6,31,1,2,0,FALSE,FALSE
org.apache.tools.ant.util.Watchdog.java,112,7,1,0,3,22,0,3,1,6,0.555555556,1,0,0,0.476190476,0,0,14.57142857,1.714285714,4,6,3,5,3,10,7.66,3,11,6,22.28,1,3,0,FALSE,FALSE
org.apache.tools.ant.types.ResourceLocation.java,47,7,1,1,10,8,3,10,0,7,0.75,1,0,0,0.476190476,0,0,5.142857143,1,1,4,2,7,5,43,34.5,2,11,7,23.85,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.selectors.OrSelector.java,52,3,5,0,6,14,3,5,2,3,2,0,0,0.96875,0.555555556,1,1,16.33333333,2,3,7,4,4,3,26,26,2,11,6,23.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool.java,95,11,0,1,10,28,21,2,9,9,0.733333333,1,1,0,0.4,0,0,7.363636364,1,1,6,4,5,4,227,126.5,2,11,8,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Delete.java,57,3,0,0,4,10,0,0,4,3,0,0,0,0,0.666666667,0,0,17.66666667,1,1,10,10,1,1,21,21,1,11,11,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.selectors.NoneSelector.java,52,3,5,1,7,14,3,6,2,3,2,0,0,0.96875,0.555555556,1,1,16.33333333,2,3,7,4,4,3,26,26,2,11,6,23.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.types.selectors.AndSelector.java,52,3,5,0,6,14,3,5,2,3,2,0,0,0.96875,0.555555556,1,1,16.33333333,2,3,7,4,4,3,26,26,2,11,6,23.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.GUnzip.java,144,3,4,0,4,21,3,0,4,1,1.5,1,0,0.960784314,1,2,3,46.66666667,3.666666667,9,9,9,3,3,227,227,1,12,12,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.depend.AbstractAnalyzer.java,256,16,1,3,7,39,80,3,4,10,0.858333333,0.875,2,0,0.241071429,0,0,14.5,1.4375,3,6,6,6,6,227,227,1,12,12,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ide.VAJToolsServlet.java,170,10,0,3,11,26,33,4,8,2,1.02020202,0,1,0,0.36,0,0,14.9,1.5,4,5,5,7,7,7,7,1,12,12,32.28,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter.java,133,12,1,1,10,29,62,1,9,7,0.863636364,1,1,0,0.333333333,0,0,9.916666667,1.5,3,6,3,6,3,227,83.66,3,12,6,21.71,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.compilers.JavacExternal.java,45,2,2,0,6,14,1,1,5,2,2,0,0,0.958333333,1,0,0,21.5,1,1,7,5,5,2,227,77,3,12,7,33.28,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.PumpStreamHandler.java,170,15,1,2,12,23,67,10,2,9,0.714285714,1,0,0,0.516666667,0,0,9.933333333,1.266666667,2,6,6,6,6,95,95,1,12,12,23.57,1,1,0,FALSE,TRUE
org.apache.tools.ant.types.EnumeratedAttribute.java,87,8,1,61,109,14,20,108,1,7,0.714285714,1,0,0,0.6875,0,0,9.625,1.625,5,6,6,6,6,89,89,1,12,12,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.DemuxInputStream.java,34,3,2,0,2,5,0,1,1,3,0,1,1,0.818181818,0.5,1,2,10,1,1,7,3,5,3,95,35.33,3,12,6,27.28,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnCheckout.java,92,5,0,0,9,24,4,0,9,4,0.916666667,0.333333333,0,0,0.466666667,0,0,16.8,1.2,2,5,3,7,5,32,31,2,12,8,20.85,1,2,0,TRUE,FALSE
org.apache.tools.tar.TarInputStream.java,559,16,3,0,3,41,84,1,2,16,0.674074074,1,2,0.580645161,0.25,2,9,33.375,1,1,9,6,3,1,127,34.5,4,12,6,23.14,1,2,0,TRUE,TRUE
org.apache.tools.ant.taskdefs.optional.sitraka.Filters.java,81,5,1,0,3,15,0,1,2,5,0.666666667,0.666666667,0,0,0.4,0,0,14.6,1.8,5,6,6,6,6,227,227,1,12,12,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.ProjectComponent.java,37,5,1,19,234,8,4,234,1,5,0.25,1,1,0,0.45,0,0,6.2,1.4,3,7,3,6,2,95,41,3,13,5,35.42,1,2,0,FALSE,FALSE
org.apache.tools.ant.util.regexp.Jdk14RegexpRegexp.java,136,3,0,0,4,19,3,0,4,2,2,0,0,0,0.666666667,0,0,44.33333333,1.333333333,2,8,4,5,3,227,77.33,3,13,6,29.14,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.Cab.java,563,14,4,0,17,83,35,0,17,8,0.807692308,1,1,0.857142857,0.244897959,2,2,38.64285714,1.285714286,4,7,2,6,2,54,35.2,5,13,4,34.85,1,2,0,FALSE,FALSE
org.apache.tools.ant.types.optional.image.Rectangle.java,237,6,0,0,7,30,0,3,6,6,0.6,1,0,0,0.833333333,0,0,37.83333333,2.5,10,9,9,4,4,127,127,1,13,13,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy.java,75,9,3,0,7,19,12,5,7,9,0.75,1,0,0.822222222,0.259259259,0,0,7,1,1,7,3,7,3,227,94.5,4,14,6,21.71,1,3,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckin.java,224,17,0,0,9,36,100,0,9,14,0.9375,0.461538462,0,0,0.382352941,0,0,11.41176471,1.470588235,7,7,4,7,5,127,79.5,2,14,8,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Chmod.java,316,18,5,0,15,58,39,0,15,16,0.607843137,1,1,0.865079365,0.268518519,4,7,16.38888889,1.277777778,4,11,8,3,2,127,44.33,3,14,8,30.42,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.perforce.P4Label.java,255,5,0,0,9,22,4,4,9,5,0.75,1,0,0,0.8,0,0,49.4,1,1,9,9,5,5,21,21,1,14,14,22.42,1,1,0,FALSE,FALSE
org.apache.tools.ant.DynamicConfigurator.java,2,2,1,0,5,2,1,4,1,2,2,0,0,0,1,0,0,0,1,1,7,4,7,4,95,34.33,3,14,8,26.14,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.depend.constantpool.FieldRefCPInfo.java,110,7,0,0,4,21,3,2,4,7,0.666666667,1,0,0,0.428571429,0,0,14,1.142857143,2,7,4,7,4,18,17.5,2,14,8,22,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.condition.And.java,23,2,3,0,3,7,1,1,3,2,2,0,0,0.96969697,1,0,0,10.5,1,1,9,5,5,3,227,85.66,3,14,6,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.types.FilterSetCollection.java,69,5,1,0,6,13,0,5,1,5,0,1,0,0,0.533333333,0,0,12.6,1.6,3,7,7,7,7,227,227,1,14,14,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.BuildListener.java,7,7,1,0,21,7,21,20,1,7,2,0,0,0,1,0,0,0,1,1,7,7,7,7,95,95,1,14,14,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.condition.Or.java,23,2,3,0,3,7,1,1,3,2,2,0,0,0.96969697,1,0,0,10.5,1,1,9,5,5,3,227,85.66,3,14,6,21.71,1,2,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.extension.Compatability.java,12,2,1,0,0,3,0,0,0,1,0,1,0,0,0.75,0,0,4.5,1,1,6,6,9,9,10,10,1,15,15,23.14,1,1,0,FALSE,FALSE
org.apache.tools.ant.types.Resource.java,138,14,1,0,8,19,45,8,0,14,0.576923077,1,0,0,0.371428571,0,0,8.571428571,1.214285714,3,14,14,1,1,3,3,1,15,15,20.28,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.extension.Compatibility.java,12,2,1,0,2,3,0,2,0,1,0,1,0,0,0.75,0,0,4.5,1,1,6,6,9,9,10,10,1,15,15,23.14,1,1,0,FALSE,FALSE
org.apache.tools.ant.util.regexp.JakartaOroRegexp.java,105,3,0,0,10,16,3,0,10,2,2,0,0,0,0.666666667,0,0,34,1.333333333,2,9,4,6,4,227,77.33,3,15,8,29.14,1,3,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.ManifestTask.java,250,7,3,0,9,36,1,0,9,7,0.708333333,1,2,0.860465116,0.285714286,2,2,34.14285714,1,1,10,3,5,2,227,112.5,4,15,4,23.57,1,2,0,FALSE,FALSE
org.apache.tools.ant.NoBannerLogger.java,59,4,2,0,4,16,0,0,4,4,0.333333333,1,0,0.857142857,0.875,1,1,13.5,2,5,8,8,8,8,95,95,1,16,16,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.ide.VAJTask.java,51,4,3,3,7,7,0,4,4,3,0.555555556,1,1,0.925,0.5,0,0,11,1.5,3,15,15,1,1,7,7,1,16,16,32.28,1,1,0,FALSE,FALSE
org.apache.tools.ant.filters.PrefixLines.java,150,7,5,0,5,22,0,1,4,5,0.555555556,1,0,0.848484848,0.476190476,2,5,20,1.428571429,4,8,8,8,8,95,95,1,16,16,23.57,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.junit.BaseTest.java,125,18,1,2,4,22,113,3,1,18,0.911764706,1,0,0,0.311111111,0,0,5.388888889,1.055555556,2,8,8,8,8,43,43,1,16,16,22,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.image.Image.java,483,15,4,0,14,59,25,0,14,14,0.75,1,0,0.847826087,0.2,1,1,30.66666667,1.666666667,11,11,11,5,5,127,127,1,16,16,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.optional.jlink.ClassNameReader.java,48,2,1,0,2,8,1,1,1,2,2,0,0,0,0.5,0,0,23,1,1,8,8,8,8,227,227,1,16,16,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.DependSet.java,511,6,4,0,10,33,0,0,10,6,0.6,1,0,0.939759036,0.555555556,1,1,83.5,1,1,8,4,8,4,227,177,2,16,8,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.BUnzip2.java,191,3,4,0,5,25,3,0,5,1,1.5,1,0,0.960784314,1,2,3,62.33333333,5,13,12,12,4,4,227,227,1,16,16,21.71,1,1,0,FALSE,FALSE
org.apache.tools.ant.taskdefs.Typedef.java,4,1,6,1,3,2,0,2,1,1,2,0,0,1,1,0,0,3,1,1,5,3,11,9,95,49,2,16,12,24.85,1,2,0,TRUE,FALSE
org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask.java,221,11,4,0,8,35,9,0,8,8,0.7,1,2,0.886363636,0.363636364,2,2,18.72727273,1.545454545,3,8,8,8,8,43,43,1,16,16,22,1,1,0,FALSE,FALSE
